restaurant,product_name,price_toman,collected_at
Shila,پیتزا مخلوط پلاس 30 سانتی,1017000,2026-05-23
Shila,پیتزا مرغ 30 سانتی متری,798000,2026-05-23
Shila,پیتزا دونر استیک 30 سانتی متری,958000,2026-05-23
Shila,پیتزا اسپینا چیکن 30 سانتی متری,818000,2026-05-23
Shila,پیتزا پپرونی 30 سانتی متری,829000,2026-05-23
Shila,پیتزا رست بیف 30 سانتی متری,968000,2026-05-23
Shila,پیتزا گوشت و قارچ 30 سانتی متری,918000,2026-05-23
Shila,پیتزا مخلوط 30 سانتی متری,768000,2026-05-23
Shila,پیتزا سبزیجات 30 سانتی متری,678000,2026-05-23
Shila,پیتزا کویین 30 سانتی متری,999000,2026-05-23
Shila,پیتزا هات چیکن 30 سانتی متری,818000,2026-05-23
Shila,پیتزا اسپشیال 30 سانتی متری,918000,2026-05-23
Meykhosh,پیتزا مخصوص,1162000,2026-05-23
Meykhosh,پیتزا مخلوط,1060000,2026-05-23
Meykhosh,پیتزا یونانی,1162000,2026-05-23
Meykhosh,پیتزا گوشت و قارچ,1257000,2026-05-23
Meykhosh,پیتزا گوشت و پیاز,1275000,2026-05-23
Meykhosh,پیتزا رست بیف,1486000,2026-05-23
Meykhosh,پیتزا میکس,1249000,2026-05-23
Meykhosh,پیتزا مرغ  و قارچ,1043000,2026-05-23
Meykhosh,پیتزا کالزونه,1060000,2026-05-23
Meykhosh,پیتزا سوسیس,919000,2026-05-23
Meykhosh,پیتزا سوسیس و قارچ,957000,2026-05-23
Meykhosh,پیتزا پپرونی,1010000,2026-05-23
Meykhosh,پیتزا مکزیکی,1073000,2026-05-23
Meykhosh,پیتزا قارچ,819000,2026-05-23
Meykhosh,پیتزا مارگاریتا,725000,2026-05-23
Meykhosh,پیتزا سبزیجات,883000,2026-05-23
Meykhosh,پیتزا مدیترانه,892000,2026-05-23
Meykhosh,پیتزا سیر و استیک,1538000,2026-05-23
Meykhosh,پیتزا سالامی,953000,2026-05-23
Meykhosh,پیتزا میکس (مرغ دودی),1240000,2026-05-23
Meykhosh,پیتزا مرغ دودی و قارچ,1041000,2026-05-23
Meykhosh,پیتزا بوقلمون و قارچ,978000,2026-05-23
Meykhosh,پیتزا سیر و بیکن,1583000,2026-05-23
Perperook,پیتزا پنجره ای,1040000.0,2026-05-23
Perperook,پیتزا ژامبون استیک با فلفل,1225000.0,2026-05-23
Perperook,پیتزا ژامبون استیک,1205000.0,2026-05-23
Perperook,پیتزا مرغ تنوری,1265000.0,2026-05-23
Perperook,پیتزا پپرونی,1030000.0,2026-05-23
Perperook,پیتزا گوشت و قارچ,1175000.0,2026-05-23
Perperook,پیتزا گوشت و پیاز,1110000.0,2026-05-23
Perperook,پیتزا برتولی ,1150000.0,2026-05-23
Perperook,پیتزا سبزیجات,725000.0,2026-05-23
Perperook,پیتزا آروستو,1155000.0,2026-05-23
Perperook,پیتزا قارچ,815000.0,2026-05-23
Perperook,پیتزا مارگاریتا,740000.0,2026-05-23
Perperook,پیتزا پنیر مخصوص پرپروک,835000.0,2026-05-23
Perperook,پیتزا آروستوپینو,1175000.0,2026-05-23
Perperook,پیتزا کارزانا,1270000.0,2026-05-23
Perperook,پیتزا تندوری,1110000.0,2026-05-23
Chickenfamily,پیتزا سیر و استیک مرغ,798000.0,2026-05-23
Chickenfamily,پیتزا سبزیجات,568000.0,2026-05-23
Chickenfamily,پیتزا سیر و استیک گوشت,1098000.0,2026-05-23
Chickenfamily,پیتزا گوشت و قارچ,858000.0,2026-05-23
Chickenfamily,پیتزا رست بیف,988000.0,2026-05-23
Chickenfamily,پیتزا دونر گوشت,868000.0,2026-05-23
Chickenfamily,پیتزا میکس,698000.0,2026-05-23
Chickenfamily,پیتزا چیکن لاورز,758000.0,2026-05-23
Chickenfamily,پیتزا پپرونی,778000.0,2026-05-23
Sib360,پیتزا پپرونی ایتالیایی 32 سانتی متری,937000,2026-05-23
Sib360,پیتزا پپرونی ایتالیایی 24 سانتی متری,657000,2026-05-23
Sib360,پیتزا چهارفصل ایتالیایی 32 سانتی متری,907000,2026-05-23
Sib360,پیتزا چیکن کریسپی ایتالیایی 32 سانتی متری,947000,2026-05-23
Sib360,پیتزا چیکن کریسپی ایتالیایی 24 سانتی متری,637000,2026-05-23
Sib360,پیتزا چیکن پستو ایتالیایی 32 سانتی متری,947000,2026-05-23
Sib360,پیتزا چیکن پستو ایتالیایی 24 سانتی متری,637000,2026-05-23
Sib360,پیتزا چیکن گورمه ایتالیایی 32 سانتی متری,847000,2026-05-23
Sib360,پیتزا چیکن گورمه ایتالیایی 24 سانتی متری,627000,2026-05-23
Sib360,پیتزا بیف گورمه ایتالیایی 32 سانتی متری,1037000,2026-05-23
Sib360,پیتزا بیف گورمه ایتالیایی 24 سانتی متری,797000,2026-05-23
Sib360,پیتزا سوپریم ایتالیایی 32 سانتی متری,877000,2026-05-23
Sib360,پیتزا سوپریم ایتالیایی 24 سانتی متری,647000,2026-05-23
Sib360,پیتزا بیکن ایتالیایی 32 سانتی متری,1047000,2026-05-23
Sib360,پیتزا بیکن ایتالیایی 24 سانتی متری,787000,2026-05-23
Sib360,پیتزا چیکن آلفردو ایتالیایی 32 سانتی متری,977000,2026-05-23
Sib360,پیتزا چیکن آلفردو ایتالیایی 24 سانتی متری,677000,2026-05-23
Sib360,پیتزا کاپریچیوزا ایتالیایی 32 سانتی متری,887000,2026-05-23
Sib360,پیتزا سبزیجات ایتالیایی 32 سانتی متری,727000,2026-05-23
Sib360,پیتزا سبزیجات ایتالیایی 24 سانتی متری,517000,2026-05-23
Sib360,پیتزا مارگاریتا ایتالیایی 32 سانتی متری,637000,2026-05-23
Sib360,پیتزا مارگاریتا ایتالیایی 24 سانتی متری,497000,2026-05-23
Sib360,پیتزا چانو ایتالیایی 32 سانتی متری,1037000,2026-05-23
Baguette,پیتزا سیر و استیک,1086000,2026-05-23
Baguette,پیتزا مرغ کاری,813000,2026-05-23
Baguette,پیتزا کمبو,787000,2026-05-23
Baguette,پیتزا مرغ دودی,732000,2026-05-23
Baguette,پیتزا پپرونی,716000,2026-05-23
Baguette,پیتزا سبزیجات,570000,2026-05-23
Baguette,پیتزا مارگاریتا روستیک,438000,2026-05-23
Baguette,پیتزا مارگاریتا,438000,2026-05-23
Atawich,پیتزا رست بیف پنجره ای بزرگ,1480000,2026-05-23
Atawich,پیتزا مخصوص پنجره ای بزرگ,1297000,2026-05-23
Atawich,پیتزا دونر استیک پنجره ای بزرگ,1199000,2026-05-23
Atawich,پیتزا پپرونی پنجره ای بزرگ,1139000,2026-05-23
Atawich,پیتزا گوشت و قارچ پنجره ای بزرگ,1360000,2026-05-23
Atawich,پیتزا چیکن آلفردو پنجره ای بزرگ,1159000,2026-05-23
Atawich,پیتزا ریو پنجره ای بزرگ,1290000,2026-05-23
Atawich,پیتزا مخلوط بزرگ,1135000,2026-05-23
Atawich,پیتزا سبزیجات پنجره ای بزرگ,748000,2026-05-23
Pizzahot,پیتزا سیر دو نفره,832000,2026-05-23
Pizzahot,پیتزا اسپشیال چیلی دو نفره,1490000,2026-05-23
Pizzahot,پیتزا سیسیلی دو نفره,1322000,2026-05-23
Pizzahot,پیتزا تاکو دو نفره,1485000,2026-05-23
Pizzahot,پیتزا پارامیس دو نفره,1363000,2026-05-23
Pizzahot,پیتزا مونترال دو نفره,1230000,2026-05-23
Pizzahot,پیتزا تست آف میکزیکو دو نفره,1546000,2026-05-23
Pizzahot,پیتزا هات دو نفره,1261000,2026-05-23
Pizzahot,پیتزا شیکاگو دو نفره,1282000,2026-05-23
Pizzahot,پیتزا مارگاریتا دو نفره,965000,2026-05-23
Pizzahot,پیتزا سوپریم چیکن دو نفره,1465000,2026-05-23
Pizzahot,پیتزا سبزیجات دو نفره,1139000,2026-05-23
Pizzahot,پیتزا سالامی دو نفره,1230000,2026-05-23
Pizzahot,پیتزا پپرونی دو نفره,1302000,2026-05-23
Pizzahot,پیتزا فونگی دو نفره,999000,2026-05-23
Pizzahot,پیتزا کریپ میکزیکی دو نفره,1474000,2026-05-23
Pizzahot,پیتزا هات داگ  استافدکراست دو نفره,1616000,2026-05-23
Pizzahot,پیتزا چیکن دو نفره,1383000,2026-05-23
Pizzahot,پیتزا یونانی دو نفره,1413000,2026-05-23
Pizzahot,پیتزا رست بیف دو نفره,1474000,2026-05-23
Pizzahot,پیتزا اسپشیال دو نفره,1474000,2026-05-23
Pizzahot,پیتزا کالزونه دو نفره,1465000,2026-05-23
Pizzahot,پیتزا دلیسوزو دو نفره,1230000,2026-05-23
Pizzahot,پیتزا سوپریم گوشت دو نفره,1546000,2026-05-23
Pizzahot,پیتزا 4*1 دو نفره,1465000,2026-05-23
Khatoonpizza,پیتزا رست بیف 30 سانتی,1375000,2026-05-23
Khatoonpizza,پیتزا رست بیف آلفردو 30 سانتی,1385000,2026-05-23
Khatoonpizza,پیتزا سیر و استیک 30 سانتی,1189000,2026-05-23
Khatoonpizza,پیتزا چیکن آلفردو 30 سانتی,845000,2026-05-23
Khatoonpizza,پیتزا سوپر سوپریم 30 سانتی,1125000,2026-05-23
Khatoonpizza,پیتزا پپرونی 30 سانتی,859000,2026-05-23
Khatoonpizza,پیتزا چیکن بیف 30 سانتی,1050000,2026-05-23
Khatoonpizza,پیتزا مکزیکن 30 سانتی,1187000,2026-05-23
Khatoonpizza,پیتزا استیک بوقلمون,865000,2026-05-23
Khatoonpizza,پیتزا کمبو 30 سانتی,1050000,2026-05-23
Khatoonpizza,پیتزا چیکن وجی 30 سانتی,833000,2026-05-23
Haida,پیتزا سبزیجات,570000,2026-05-23
Haida,پیتزا برتولی,620000,2026-05-23
Haida,پیتزا پپرونی,620000,2026-05-23
Haida,پیتزا مرغ هروئیکا,620000,2026-05-23
Haida,پیتزا اورجینال,620000,2026-05-23
Haida,پیتزا گوشت و قارچ,740000,2026-05-23
